,Loan Type,Product Name,Product Features,Eligibility Criteria
81,주택도시기금대출,(비대면신청)내집마련디딤돌대출,"상품특징영업점 방문 없이 비대면으로 신청 가능고객님의 정보에 맞추어 고객님께 맞는 내집마련디딤돌대출 추천※각 상품별 세부 내용은 아래 상품안내를 참고해주시기 바랍니다.※일부 가입조건은 비대면을 통한 신청이 제한될 수 있으며, 영업점을 통한 신청만 가능합니다.[내집마련디딤돌대출(일반, 생애최초신혼) 상품안내 바로가기][국토교통부 주택도시기금 포털 바로가기][국토교통부 주택구입 지원마법사 바로가기]","대출신청자격대출대상 주택을 구입하고자 하는 고객으로 다음 요건을 모두 갖춘 고객1. 대출신청일 현재 민법상 성년이며, 부양가족 있는 세대주(만 30세 이상은 단독세대주도 가능) 또는 세대주로 인정되는 자로서, 세대주를 포함한 세대원 전원이 신청일 현재 무주택인 분 (생애최초주택구입자는 생애 전 기간 무주택)※ 세대주 및 세대원 중 분양권 및 조합원 입주권을 보유하고 있는 경우 유주택자로 적용단, 2018.9.13 이전 해당 분양권 및 조합원 입주권을 보유한 후 처분하여 주택취득 이력이 없는 경우 무주택자로 보고, 생애최초 주택구입자로 적용2. 최근년도 또는 최근 1년간 부부합산 연소득이 6천만원 이하인 분 (생애최초 주택구입자 □ 2자녀(미성년자) 이상인 가구는 7천만원 이하, 생애최초로 주택을 구입하는 신혼가구 □ 신혼가구(LH 신혼희망타운 분양계약자 중 만6세이하 자녀가 있는 혼인가구 포함)는 8천5백만원 이하)3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사결과의 ‘소득 5분위별 자산 및 부채현황’ 중 소득 4분위 전체가구 평균값 이하인 자(2023년 기준, 4억 6천 9백만원)"
82,전월세/반환보증,[특판] KB 든든 전세금안심대출,상품특징주택도시보증공사의 「전세보증금반환보증」과 「전세자금대출특약보증」을 가입하여 전세계약 만료시 임차보증금을 안전하게 보장받고 대출금 지원도 가능한 전세자금대출 상품,"대출신청자격민법상 성년인 세대주(단독세대주 포함)로서 주택도시보증공사의 「전세보증금반환보증」 과 「전세자금대출특약보증」가입이 가능하고 아래의 사항을 모두 충족하는 고객1. 부동산 중개업소를 통하여 임차보증금이 수도권 7억원 이하(그 외 지역은 5억원 이하)의 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능"
83,신용대출,서울특별시 노원구 협약대출,상품특징서울특별시 노원구 융자추천 대상자에게 연2.0% 확정금리를 제공하는 신용대출,대출신청자격서울특별시 노원구로부터 융자추천을 받은 고객 중 당행 개인신용평가시스템(CSS) 심사기준을 충족하는 고객
84,전월세/반환보증,KB 군 간부 전세자금대출(기본),상품특징국방부의 “군 간부 전세대부 이자지원 사업” 에 따른 전세자금 대출상품,"대출신청자격부동산중개업소를 통하여 주택임대차계약을 체결하고 관리부대로부터 대출추천을 받은 군 간부로서 서울보증보험㈜의 ‘개인금융신용보험증권’ 발급이 가능한 고객※ 임대인 자격 : 임차목적물을 소유한 개인, 공공주택사업자, ㈜부영주택※ 보증금과 월세 대부 추천을 동시에 받은 경우 급지별 대부 지원 상한액의 10% 이상 보증금을 설정한 보증부월세 임대차계약에 한합니다."
85,담보대출,KB COFIX연동 모기지론,"상품특징시장금리 상승을 예상하는 경우 및 안정적인 장기대출금리를 원하는 고객:『잔액기준 COFIX연동금리』선택이 일반적으로 유리시장금리 하락을 예상하는 고객:『신규취급액기준 COFIX연동금리』선택이 일반적으로 유리▣ COFIX(자금조달비용지수)란?: COFIX(Cost of Funds Index)는 국내 9개 은행(정보제공은행)들이 제공한 자금조달 관련 정보를 기초 로 하여 산출되는 자금 조달비용 지수로서, ""잔액기준 COFIX""와 ""신규취급액기준 COFIX""로 구분됩니다. (매월 15일 전국은행연합회 홈페이지 www.kfb.or.kr 공시)☞ 잔액기준 COFIX : 정보제공은행들의 월말 지수산출대상 자금조달 잔액에 적용된 금리를 가중평균한 금리 지수☞ 신규취급액기준 COFIX : 정보제공은행들이 월중 신규로 조달한 지수산출대상 자금에 적용된 금리를 가중 평균한 금리지수",대출신청자격주택을 담보로 대출 신청하는 고객(주택구입/신축/경락주택구입자금대출 및 통장자동대출 포함)
86,신용대출,KB i-star 직장인 신용대출(본부승인대출),상품특징KB 국민은행에서 우량업체 신용대출로 승인된 대상기업으로 임직원대출 협약을 맺은 기업체 임직원을 대상으로 대출한도 및 대출금리를 우대해 주는 신용대출,대출신청자격우량업체 신용대출 대상기업에 재직중인 임직원
87,전월세/반환보증,KB 부분분할 전세자금대출,"상품특징대출금액 5% 이상 분할상환을 통해 무주택자의 자산형성 및 연말정산 소득공제(주택임차차입금 원리금 상환액공제) 지원보증비율 100%, 고객부담 보증료 우대(최저 보증료율 0.05% 적용)",대출신청자격아래 내용을 모두 충족하는 민법상 성년인 세대주 또는 세대주로 인정되는 고객(1) 임차보증금 수도권 7억원(그 외 지역 5억원) 이하(2) 임차보증금의 5% 이상 계약금 지급(3) 본인과 배우자(결혼예정자 포함)가 모두 무주택자
88,담보대출,KB 주택담보대출,상품특징혼합금리와 변동금리 중 선택이 가능한 주택담보대출,대출신청자격주택을 담보로 대출 신청하는 고객(주택구입/신축/경락주택 구입자금대출 및 통장자동대출 포함)
89,전월세/반환보증,국민주택기금 만기대환 주택전세자금대출,상품특징주택도시기금 전세자금대출 만기 대환을 위한 전세자금 대출상품,"대출신청자격임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 주택금융신용보증서가 발급되는 고객본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.07.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능KB국민은행에서 취급한 주택도시기금 버팀목 전세자금대출 보유고객이 동 대출의 만기도래로 본 상품으로 대환하고자 하는 고객"
90,전월세/반환보증,KB스타 전세자금대출(HUG_주택도시보증공사),상품특징주택도시보증공사의 「전세보증금반환보증」과 「전세자금대출특약보증」을 가입하여 전세계약 만료시 임차보증금을 안전하게 보장받고 대출금 지원도 가능한 전세자금대출 상품,"대출신청자격공인중개사의 중개를 통하여 1년 이상의 주택임대차계약 체결 및 임차보증금의 5% 이상을 지급한 임차인으로서, 다음 각 호의 요건을 모두 충족하는 고객(1) 만 19세 이상 주민등록등본상 세대주 (단독세대주 포함)(2) 임차보증금이 수도권 7억원, 그 외 지역 5억원 이내로 임차계약기간이 1년 이상인 전세계약자(3) 주택도시보증공사의 「전세보증금반환보증」 과 「전세자금대출특약보증」가입이 가능한 고객(4) 본인과 배우자(결혼예정자 포함)의 합산 주택보유수*가 1주택 이내인 고객* 보유 중인 주택이 2020.7.10. 이후 취득(상속 제외)한 투기지역 또는 투기과열지구 소재 취득시점 3억원주3)을 초과하는 아파트(이하 “규제대상아파트”라 함) 취득자에 대한 실수요 예외 인정 없음(5) 다음 중 하나에 해당하는 자(가) 재직사실 확인 및 소득 증빙이 가능한 근로소득자(나) 최근년도 소득금액증명원 또는 사업소득원천징수영수증(연말정산용) 발급이 가능한 개인사업자(다) 무소득자(무직자)(6) 본인 소득만으로 대출한도 부여가 가능한 고객 (배우자 소득합산 불가)다음 각 호의 1에 해당하는 경우 대출대상에서 제외한다.(1) 당행 상환조건부를 제외한 모든 조건부 대출(예: 타행 상환조건부, 임차목적물 선순위 말소조건부 등)(2) 임대차 계약이 임차인 또는 임대인 대리에 의한 계약인 경우(3) 공동임차인이 있거나 연대보증인을 입보해야하는 경우(4) 대상 목적물의 소유자가 신탁사인 경우(5) 임차목적물의 주택가격 산정 방법 중 공사가 선정한 감정평가기관의 감정평가서를 대출 신청인에게 제출받아 주택가격을 산정하고자 하는 경우(6) 채권양도통지 外 방식으로 채권보전조치가 필요한 경우(7) 본 건 이외 진행중인 다른 대출이 있는 경우(8) 배우자가 분양권(입주권)을 보유한 경우(9) 외국인 및 재외국민(10) 당행 임직원(11) CSS 10등급 이하인 자(12) 신용관리대상자 및 당행/타금융기관 연체중인 자(13) 신청일 기준 최근 5년 이내 주민등록말소 이력(거주불명등록)이 존재하는 자(14) 대출신청일 기준으로 최근 1년 내 3회 이상 전출 이력이 있는 경우 (단, 최근 1년 이상 재직이 증빙되는 근로소득자 및 3년 이상 소득이 증빙되는 사업자는 예외)"
91,담보대출,오피스텔 상가에 대한 중도금(잔금)대출(준주택 포함),상품특징상업용 부동산을 분양받고자 하는 고객을 위한 대출,"대출신청자격오피스텔, 상가, 사무실, 노인복지주택 등을 분양 받아 분양계약서상 총 분양대금의 10% 이상을 납입한 고객주택도시보증공사 주택자금대출보증서 담보인 경우에는 분양계약서상 총 분양대금의 5% 이상을 납입한 고객"
92,담보대출,KB나라사랑대출(주택자금),상품특징국가보훈부와 협약에 따라 나라를 위해 헌신한 국가유공자 등을 위한 전용 상품,대출신청자격무주택자로서 국가보훈부로부터 전자문서로 대출 추천을 받은 국가유공자 및 장기복무(10년이상 복무)한 제대군인 고객대출신청자격대출종류 대출신청대상주택구입자금- 본인명의 주택을 구입 예정이거나 구입한 고객주택신축자금- 본인명의 대지에 본인명의 주택을 신축하는 고객아파트분양자금- 본인명의 아파트 최초 분양 받은 고객주택전세자금- 본인명의로 임대차보증금 수도권 5억원(지방 3억원) 이하인 임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자☞ 본인이 국가보훈부에서 별도로 정한 기준에 충족하여 대출추천을 받을 수 있다면 중복대출 및 자금별로 대출신청이 가능합니다.☞ 주택구입자금 대출은 소득공제 요건 충족 시 연말정산 소득공제 적용됩니다. (소득공제혜택은 소득공제 세법이 개정될 경우 변경될 수 있습니다.)
93,전월세/반환보증,KB 플러스 전세자금대출,상품특징전세 신규입주 또는 계약갱신을 하시는 시기에 서울보증보험 보증서 담보로 지원하는 전세대출상품,"대출신청자격민법상 성년인 세대주(단독세대주 포함)이며 ""서울보증보험증권""이 발급되는 고객으로서 아래의 사항을 모두 충족하는 고객1. 부동산 중개업소를 통하여 주택임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 경우2. 본인과 배우자(결혼예정자 포함)의 합산 주택 보유수가 1주택 이내인 경우* 보유 중인 주택이 2020.7.10 이후 취득(상속제외)한 투기지역 또는 투기과열지구 소재 취득시점 3억원을 초과하는 아파트인 경우 제외, 단 실수요 예외 증빙이 가능한 경우 예외취급 가능"
94,신용대출,KB 행복드림론 Ⅱ(i-STAR 행복드림론 Ⅱ-자영업자),"상품특징자영업자 대상 소액 생활안정자금 신용대출※「KB i-STAR 행복드림론Ⅱ(자영업자)」는 ""KB행복드림론Ⅱ""의 KB스타뱅킹 전용 브랜드입니다.",대출신청자격개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 자영업자(KB국민카드 가맹점 포함) 또는 자유직업소득자(프리랜서)로서 국세청 신고소득 연 2백만원 이상 2천 5백만원 이하인 고객
95,담보대출,주택신축자금대출,상품특징주택신축자금을 지원하는 대출,대출신청자격건축허가(신고) 등을 얻어 자기명의의 대지에 주택을 신축하고자 하는 고객
96,주택도시기금대출,손익 공유형 모기지 대출,"상품특징주택가격 6억원 이하 주택을 구입하려는 부부합산 총소득 6,000만원(생애최초 주택구입자는 7,000만원 )이하인 자에게 호당 2억원 이내에서 지원[국토교통부 주택도시기금포털 바로가기]","대출신청자격다음 요건을 모두 갖춘 무주택 세대주1. 대출신청일 현재 민법상 성년이며, 부양가족 있는 세대주(만 30세이상은 단독세대주도 가능) 또는 세대주로 인정되는 자로서 세대주를 포함한 세대원 전원이 신청일로부터 5년 이상 무주택인 자(생애최초 주택구입자는 생애 전 기간 무주택)2. 최근년도 또는 최근 1년간 부부합산 총소득이 6,000만원 이하인 자(생애최초 주택구입자는 7,000만원 이하)3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사결과의 ‘소득 5분위별 자산 및 부채현황’ 중 소득 4분위 전체가구 평균값 이하인 자(2023년 기준, 4억 6천 9백만원)※ 부부합산 총소득이란 차주 및 배우자(결혼예정자 포함)의 근로소득(상여금 및 수당포함) 및 사업소득을 말함"
97,담보대출,부동산 담보신탁 수익증권증서 담보대출,상품특징소유 부동산을 당행과 협약 체결된 부동산신탁회사에 담보신탁하고 동 신탁수익권증서를 담보로 제공하는 고객에 대해 담보사정가격 범위 내에서 가계자금을 대출하는 제도,"대출신청자격부동산 신탁회사의 부동산담보신탁 수익증권을 담보로 제공하는 개인☞ 협약체결 부동산신탁회사: KB부동산신탁, 한국토지신탁, 대한토지신탁, 생보부동산신탁, 한국자산신탁, 다올부동산신탁, 코람코자산신탁, 국제신탁, 아시아신탁, 무궁화신탁, 코리아신탁"
98,신용대출,공무원 연금수급권자 신용대출,상품특징공무원연금을 당행으로 1회 이상 이체받고 있는 고객을 위한 신용대출,"대출신청자격공무원 퇴직연금(유족,장해연금 포함))을 매월(1회 이상)국민은행 계좌를통해수령하고, 개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객"
99,신용대출,KB 군인연금 협약대출,상품특징군인연금을 수령하고 있는 고객을 대상으로 대출한도 및 금리를 우대하여 제공하는 신용대출,"대출신청자격군인연금법에 의해 매월 당행 계좌로 연금을 수령하며, 개인신용평가시스템(CSS) 심사기준을 충족하는 고객"
100,자동차대출,KB 매직카대출(기존 신차할부 대환用),"상품특징다른 금융기관(은행권 제외)에서 받은 신차할부금융을 KB국민은행으로 대환하고 분할상환하는 비대면 전용 대출상품별도의 취급수수료, 보험료, 근저당설정 부담 없음","대출신청자격다른 금융기관(은행권 제외)에서 신차 구매를 목적으로 받은 자동차할부금융(대출)을 KB국민은행으로 대환하고자 하는 고객으로서 소득증빙이 가능한 만 19세 이상 개인고객※ 대출대상 : 근로소득자(6개월 이상), 사업소득자(12개월 이상), 연금소득자※ 대상차종 : 승용차, 승합차 및 화물차(5톤 이하)(개인택시, 캠핑카 및 카라반, 수입차 포함)☞ 기존 자동차할부금융(대출) 대출실행일은 최초자동차등록일 전·후 30일 이내여야 합니다☞ 본건 대출실행일 기준 대환대출 해당 자동차는 최초자동차등록일로부터 5년 이내여야 합니다"
101,전월세/반환보증,KB 1코노미 오피스텔 전세자금대출[2022.9.30판매중단],상품특징1인가구라면 1코노미 응원 우대금리 받고 더 저렴하게!대출고객 대상 휴대폰 수리 및 생활안심 보험서비스 혜택까지~!,"대출신청자격오피스텔 임대차계약을 체결한 고객- 임차보증금이 수도권 7억원(지방 5억원) 이하인 오피스텔 임대차계약을 체결하고, 임차보증금의 5% 이상을 계약금으로 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 「주택금융신용보증서」가 발급되는 고객- 본인과 배우자(결혼예정자포함)가 합산한 주택보유수가 무주택 또는 1주택(부부합산소득 1억원이하)이내인 고객(주택보유수가 1주택인 경우 보유주택가액이 9억원 초과하는 주택이거나, 2020.7.10일이후 투기지역 또는 투기과열지구 내 취득시점 시가 3억원초과 아파트를 구입한 경우는 제외. 단, 실수요증빙시 예외취급가능)"
102,주택도시기금대출,중소기업 취업(창업) 청년 버팀목전세자금대출,"상품특징중소기업 또는 중견기업에 재직하거나, 중소벤처기업진흥공단신용보증기금기술보증기금으로부터 보증 또는 창업자금을 지원받은 청년 가구에 대해 임차보증금의 100% 이내(한국주택금융공사 주택금융신용보증서인 경우 80% 이내)에서 최대 1억원까지 지원[국토교통부 주택도시기금 포털 바로가기][국토교통부 주택전세 지원마법사 바로가기]","대출신청자격임차보증금이 2억원 이하인 주택임대차계약을 체결하여 임차보증금의 5% 이상 지불하고, 아래의 요건을 모두 갖춘 고객1. 대출신청일 현재 민법상 성년주)인 세대주(세대주 예정자 포함) 또는 세대주로 인정되는 자로서 세대주(예정자)를 포함한 세대원(예정자) 전원이 무주택인 분(세대주 예정자 자격인 경우 임차목적물에 반드시 세대주로 전입해야 함)주) 단, 주택도시보증공사 전세금안심대출보증서 담보인 경우 만 19세가 되는 해의 1월 1일을 맞이한 미성년자 포함 (법정대리인 전원의 동의 필요)2. 최근년도 또는 최근 1년간 부부합산 총소득이 5천만원 이하주)인 분주) 단, 외벌이 가구(부부 모두 또는 부부 중 1인이 무소득인 경우) 또는 단독세대주인 경우 3천 5백만원 이하3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사의 ‘소득 5분위별 자산 및 부채현황’중 소득 3분위 전체가구 평균값 이하인 자(2023년 기준, 3억 4천 5백만원)4. 대출신청일 현재 중소기업 또는 중견기업에 재직하거나, 중소벤처기업진흥공단신용보증기금기술보증기금으로부터 보증 또는 창업자금을 지원받은 만 34세 이하인 고객(병역법에 따라 병역의무를 이행한 경우 만 34세 종료일로부터 병역 복무기간을 추가, 최대 만39세까지 허용)※ 증액갱신계약(월세에서 전세로 전환 포함)의 경우, 주민등록등본상 임차목적물에 1년(공공임대주택은 3개월) 이상 거주(확정일자 필수)☞ 부부합산 총소득이란 차주 및 배우자(결혼예정자 포함)의 근로소득(상여금 및 수당포함) 및 사업소득을 말함"
103,신용대출,KB 국민ONE대출,상품특징입증소득 및 재직증빙이 없어도 당행 거래실적에 따라 신용평가시스템(CSS) 평가 후 산출되는 CSS 평가 등급별로 무보증 대출한도가 부여되는 신용대출 상품,대출신청자격다음 중 하나의 조건에 해당하는 고객☞ 당행 1년이상 거래고객(고객정보등록일 기준) 중 거래실적 우수고객☞ 「KB국민ONE통장」가입고객 중 거래실적 우수고객으로 다음 거래 조건을 모두 충족하는 고객① 자동이체 4건 이상(아파트관리비 자동이체 필수이며 계좌간 자동이체는 제외)② KB국민ONE통장 가입고객 : 최근 6개월 총수신 평균잔액 50만원 이상 등※거래실적 우수고객＊ 당행 1년이상 거래고객 : 최근6개월 총수신 평균잔액 300만원 이상 등＊ KB국민ONE통장 가입고객 : 최근 6개월 총수신 평균잔액 50만원 이상 등
104,담보대출,KB골든라이프 공사주택연금론,"상품특징종신연금, 종신거주 보장대출금 상환의 부담이 없습니다.주택가격을 초과하여 연금 수령 가능예상연금 및 보증료율 조회하기http://www.hf.go.kr/hindex.htm","대출신청자격구분,일반형,주택담보대출 상환용,대출상환우대형,우대형구분 일반형 주택담보대출 상환용 대출상환우대형 우대형가입연령 소유자 또는 배우자 만 55세 이상 소유자 또는 배우자 만65세이상(기초연금 수급자)보유주택 공시가격 등이 12억원이하 1주택자 또는보유주택 공시가격 등의 합계가 12억원 이하 다주택자 부부 기준 1주택2.5억원 미만인출한도 대출한도의50%이내 수시인출 대출한도의 50%초과 90%이내 일시인출 대출한도의50%이내 수시인출"
105,담보대출,FOR YOU 장기대출,상품특징일정기간[5년] 동안 고정금리 적용 이후 변동금리 적용 주택담보대출,대출신청자격주택을 담보로 대출 신청하는 고객(주택구입/신축/경락주택 구입자금대출 및 통장자동대출 포함
106,신용대출,KB 사잇돌 중금리대출,상품특징고금리와 저금리 사이 공백을 채워 서민의 생활안정자금을 지원하는 중금리대출 상품납입지연 없이 성실히 상환하시는 고객님께 매년 0.3%p씩 금리인하 제공!,"대출신청자격서울보증보험(주)의 보험증권 발급이 가능한 급여소득자, 사업소득자, 공적연금소득자 중 아래 기준을 충족하고 증빙서류 제출이 가능한 개인고객대출신청자격구분 재직기준 소득기준급여소득자 현직장 재직기간 3개월 이상 연소득 1천 5백만원 이상사업소득자 현 사업영위기간 6개월 이상 연소득 1천만원 이상공적연금 소득자주) 연금수령 1회 이상주) 공적연금 : 국민연금, 공무원연금, 군인연금, 사학연금"
107,신용대출,KB 평생파트너 신용대출[2019.09.27 판매중단],"상품특징공무원, 군인 및 선생님(교직원 포함) 전용 신용대출 상품대출신규일로부터 3개월 경과 시 중도상환수수료 면제'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.","대출신청자격다음에 해당하는 1년 이상 재직 중인 고객☞정부 또는 지방자치단체 1년 이상 재직중인 공무원(군무원포함, 임시직 제외)☞중사 이상의 직업군인☞초.중.고교 및 대학(원)에 1년 이상 재직중인 교직원(정규직원 한함)☞국공립초등학교 병설유치원에 1년 이상 재직중인 교사"
108,전월세/반환보증,전세지킴보증,"상품특징고객님의 전세보증금을 지켜드리는 전세보증금 반환보증 상품!「전세지킴보증」은 한국주택금융공사 보증부 전세자금대출 이용자가 가입 가능한 전세보증금반환보증 상품으로, 임대차계약이 종료되었음에도 임대인이 정당한 사유없이 임차인에게 보증금을 반환하지 않는 경우 한국주택금융공사가 임차인에게 보증금을 돌려주는 상품입니다.",보증신청시기신규임차: 임대차계약 개시일∼ 임대차계약 기간의 1/2이 경과하기 이전갱신계약: 갱신 임대차계약 개시일 기준 1개월 이전 ∼ 갱신 임대차계약 기간의 1/2이 경과하기 이전
109,전월세/반환보증,KB 청년 맞춤형 월세자금대출,상품특징청년층의 주거비용 경감을 위한 금융위원회 정책상품으로 만 19세 이상 만 34세 이하 무주택 청년 대상 은행 대출금리와 한국주택금융공사 보증료 우대 제공대학생 등 무소득자도 최대 12백만원까지 대출신청 가능총 지원한도 : 1천억원(13개 참여은행 총 판매금액 기준),대출신청자격일반대출- 아래 조건을 모두 충족하는 만 19세 이상 만 34세 이하 무주택 세대주 또는 예비세대주주)로서 주거급여수급자가 아닌 고객(1) 보증금 1억원 이하 & 월세 70만원 이하(2) 잔여 임대차계약기간 6개월 이상(3) 부부합산 연소득 7천만원 이하주) 예비세대주 : 대출실행일로부터 1개월 이내 세대주 요건을 충족하는 고객대환대출- 위 '일반대출' 조건을 모두 충족하고 금융기관에서 이용중인 대출 중 대출실행일로부터 1개월 이상 경과한 임차보증금 용도 대출을 연체없이 이용중인 고객(기존대출 전액상환이 가능한 고객)
