,Loan Type,Product Name,Product Features,Eligibility Criteria
110,신용대출,KB 금융전문인 우대대출[2019.09.27 판매중단],"상품특징제1금융권 및 금융관련기관에 재직중인 금융전문인 전용 신용대출 상품'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.","대출신청자격다음에 해당하는 우량업체(기관)에 1년이상 재직중인 직원☞ 제1금융기관(시중은행, 특수은행, 지방은행, 외국계은행)☞ 금융관련기관 중 금융감독원, 금융결제원, 금융연수원, 전국은행연합회☞ 신용보증기금(기술신용보증기금, 지역보증재단 포함)"
111,신용대출,KB닥터론,"상품특징의사 전용 신용대출로 대출한도 및 대출금리를 우대한 상품'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.","대출신청자격근로소득 또는 사업소득이 있는 현직의사(전문의, 레지던트, 인턴, 군의관, 공중보건의 포함), 한의사, 치과의사, 또는 개업예정의(의사, 한의사, 치과의사), 의대본과 4학년 및 의사면허합격자(치의대,한의대 포함)로서 개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객"
112,주택도시기금대출,주거안정주택구입자금대출,"상품특징주택가격 6억원 이하이며, LTV 70%이상이거나, 임차중인 주택을 구입하려는 부부합산 총소득 6천만원 이하인 자에게 호당 2억원 이내에서 20년(30년)까지 지원[국토교통부 주택도시기금포털 바로가기]","대출신청자격주택 구입을 계획중이며, 다음의 요건을 모두 구비한 고객1. 대출신청일 현재 민법상 성년이며, 부양가족이 있는 세대주(만 30세 이상은 단독세대주도 가능, 만 30세 미만 미혼세대주는 직계존속과 1인이상과 동일세대를 구성하는 경우 주민등록표상 합가일이 6개월 이상인 자) 또는 세대주로 인정되는 자로서 세대주를 포함한 세대원 전원이 무주택인 자2. 최근년도 또는 최근 1년간 부부합산 총소득이 6천만원 이하인 자3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사결과의 ‘소득 5분위별 자산 및 부채현황’ 중 소득 4분위 전체가구 평균값 이하인 자(2023년 기준, 4억 6천 9백만원)※ 부부합산 총소득이란 차주 및 배우자(결혼예정자 포함)의 근로소득(상여금 및 수당 포함) 및 사업소득을 말함"
113,신용대출,KB 직장인든든 신용대출(군인),"상품특징군인 고객님을 위한'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.","대출신청자격군인(부사관, 장교, 군무원)- 부사관 중 하사는 재직기간 3개월 이상(중사 이상의 경우 재직기간 관계 없음)"
114,자동차대출,KB 매직카대출(기존 중고차할부 대환用),"상품특징다른 금융기관(은행권 제외)에서 받은 중고차할부금융을 KB국민은행으로 대환하고 분할상환하는 비대면 전용 대출상품별도의 취급수수료, 보험료, 근저당설정 부담 없음","대출신청자격다른 금융기관(은행권 제외)에서 중고차 구매를 목적으로 받은 자동차할부금융(대출)을 KB국민은행으로 대환하고자 하는 고객으로서 소득증빙이 가능한 만 19세 이상 개인고객※ 대출대상 : 근로소득자(6개월 이상), 사업소득자(12개월 이상), 연금소득자※ 대상차종 : 승용차, 승합차 및 화물차(5톤 이하)(개인택시, 캠핑카 및 카라반, 수입차 포함)☞ 기존 자동차할부금융(대출) 대출실행일은 최초자동차등록일 전·후 30일 이내여야 합니다☞ 본건 대출실행일 기준 대환대출 해당 자동차는 최초자동차등록일로부터 15년 이내이고 명의이전등록일로부터 5년 이내여야 합니다"
115,자동차대출,KB 매직카대출(신차 구매用),"상품특징캐피탈 대비 유리한 금리조건으로 신규자동차를 구매하려는 고객을 위한 비대면 전용 대출상품별도의 취급수수료, 보험료, 근저당설정 부담 없음KB국민카드로 결제시 캐시백 혜택 제공!","대출신청자격신차를 구입하는 고객으로 소득 증빙이 가능한 만 19세 이상의 고객※ 대출대상 : 근로소득자(6개월 이상), 사업소득자(12개월 이상), 연금소득자※ 대상차종 : 승용차, 승합차, 화물차(5톤 이하) 및 대형이륜자동차(260CC초과)(개인택시, 캠핑카 및 카라반, 수입차 포함)"
116,신용대출,KT 관련 재직직원에 대한 대출,"상품특징- KT, KT DS, KT CLOUD 재직직원만을 위한 맞춤대출상품- 거래실적에 따른 우대금리 적용","대출신청자격- KT, KT DS, KT CLOUD 임직원으로 개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객"
117,신용대출,휴·폐업 개인사업자 신용대출의 가계장기분할상환 전환제도,상품특징휴·폐업을 사유로 사업자대출 기한연장이 불가능한 자영업자 중 개인사업자 신용대출을 가계신용대출로 전환,대출신청자격개인신용평가시스템(CSS) 등에 의해 산출된 의무상환금액(잔액 X 의무상환비율(최대 20%))만큼을 상환한 고객
118,신용대출,KB 햇살론15 [2024.06.30. 판매중단],상품특징「국민행복기금」의 신용보증을 통한 고금리대출 대안 상품성실상환자 매 1년 마다 국민행복기금 보증료율 인하를 통해 금리부담 경감,"대출신청자격연소득 4천 5백만원 이하이면서 개인신용평점 하위 20% 이하 또는 연소득 3천 5백만원 이하인 고객으로 직업 및 소득이 있으며 국민행복기금의 신용보증서 발급이 가능한 19세 이상인 고객※ 근로소득자 및 사업소득자 : 재직(사업영위)기간 3개월 이상연금소득자(국민연금, 공무원연금, 군인연금, 사학연금에 한함) : 연금수령 1회 이상"
119,전월세/반환보증,KB 군 간부 월세자금대출,상품특징관리부대로부터 월세 대부승인을 받은 군 간부를 대상으로 하는 월세자금 대출상품,"대출신청자격부동산중개업소를 통하여 급지별 대부 지원 상한액의 10% 이상 보증금을 설정한 보증부월세 주택임대차계약을 체결하고 관리부대로부터 보증금과 월세 대부 추천을 동시에 받은 군 간부※ 임대인 자격 : 임차목적물을 소유한 개인, 공공주택사업자, ㈜부영주택"
120,전월세/반환보증,목돈 안드는 드림전세대출[2022.9.30판매중단],"상품특징임대인이 임대차계약이 있는 본인 소유의 주택을 담보로 대출을 받고, 대출이자는 임차인이 자동이체로 납부하는 주택담보대출","대출신청자격- 국토교통부에서 정한 [집주인 담보대출 방식의 목돈 안드는 전세대출 이자부담부 특약]이포함된 임대차갱신계약을 체결한 임대인 중 아래 요건을 충족하는 고객님(신규임대차계약은 불가)ㅇ 임대차계약의 임차보증금이 수도권 기준 3억원(지방 2억원) 이하ㅇ 최초 또는 갱신임대차계약서가 부동산중개업소를 통한 계약서※ 수도권 : 서울특별시, 인천광역시, 경기도 지역"
121,주택도시기금대출,입주자 앞 대환대출,상품특징사업주체로부터 대환대상자로 통보받은 자에게 세대별로 지원된 건설자금 호당대출잔액 범위 내에서 20년까지 지원[국토교통부 주택도시기금포털 바로가기],"대출신청자격<대상1>해당 주택의 적법한 분양계약자(대환대출 기본자격)□ 주택도시기금대출이 지원된 주택건설 사업주체로부터 대환대상자로 통보받은 자로 우선분양자,일반분양자, 선착순 분양자 등※ 기존대출금 보유여부와 관계없이 대환 가능하나 기금 전세자금대출이 있을 경우 상환 후 취급 가능※ 대환대상자의 연소득에 관계없이 대환대출 가능<대상2>해당 주택의 적법한 분양계약자로서 아래 내집마련 디딤돌대출 조건을 충족하는 고객□ 대출신청일 현재 민법상 성년이며, 부양가족 있는 세대주(만 30세이상은 단독세대주도 가능) 또는 세대주로 인정되는 자로서 세대주를 포함한 세대원 전원이 신청일 현재 무주택인 분(생애최초 주택구입자 생애 전 기간 무주택)□ 최근년도 또는 최근 1년간 부부합산 총소득이 6천만원인 이하인 고객 (생애최초주택구입자 · 2자녀(미성년자)이상 가구는 7천만원 이하, 신혼가구는 8천5백만원 이하)※ 부부합산 총소득이란 차주 및 배우자(결혼예정자 포함)의 근로소득(상여금 및 수당 포함) 및 사업소득을 말함※ 2세대 이상 대환하는 개인(개인사업자)은 <대상2>조건을 충족할 경우, 1세대만 <대상2>의 대출조건으로 취급이 가능하며, 잔여세대에 대하여는 대환대출 기본자격<대상1>으로 취급하여야 함."
122,주택도시기금대출,청년전용 버팀목 전월세대출,"상품특징무주택 청년가구의 전월세자금 지원을 위한 기금대출로 임차보증금에 대해 최대 4천 5백만원 및 월세자금에 대해 최대 1,200만원까지 지원(임차보증금 대출과 월세금 대출의 합계액은 5천 2백만원 이내 (임차보증금의 80%이내))[국토교통부 주택도시기금 포털 바로가기][국토교통부 주택전세 지원마법사 바로가기]","대출신청자격부동산 중개업소를 통하여 임차보증금 6천 5백만원 이하 및 월세금 70만원 이하인 주택임대차계약(보증부 월세계약)을 체결하여 임차보증금의 5% 이상 지불하고, 아래의 요건을 모두 갖춘 고객1. 대출신청일 현재 만 34세 이하인 단독세대주(단독세대주 예정자 포함)로서 무주택인 고객(단독세대주 예정자 자격인 경우 임차목적물에 반드시 단독세대주로 전입해야 함)2. 최근년도 또는 최근 1년간 연소득이 5천만원 이하인 고객(배우자가 있는 경우 부부합산 기준)3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사의 ‘소득 5분위별 자산 및 부채현황＇중 소득 3분위 전체가구 평균값 이하인 고객(2023년 기준, 3억 4천 5백만원)※ 증액갱신계약(월세에서 전세로 전환 포함)의 경우, 주민등록등본상 임차목적물에 1년(공공임대주택은 3개월) 이상 거주(舊 임대차계약서 확정일자 필수)※ 임대인이 개인인 경우만 가능하고, 부동산중개업소를 통하여 임대차계약을 체결하여야 함※ 임대인이 외국인인 경우 취급 불가"
123,신용대출,KB 새희망홀씨Ⅱ,"상품특징소득금액 확인서류로 증빙된 소득뿐만 아니라 국민연금납부액, 건강보험료납부액 등에 의한 환산인정소득(한국주택금융공사 보금자리론 소득추정방식 준용) 기준으로 대출한도 산출 가능","대출신청자격개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 국내거주 국민으로서 연간소득 40백만원 이하[다만, 개인신용평점 하위 20% 이하인 경우에는 연간소득 50백만원 이하] 이고 다음 각 항목 중 하나에 해당하는 고객①증빙소득서류 제출자 (직업 및 소득 확인서류 등으로 증빙된 소득)②국민연금보험료 또는 지역건강보험료(세대주에 한함) 3개월 이상 정상 납부액 기준으로 소득금액이 산출되는 고객"
124,전월세/반환보증,KB 군 간부 전세자금대출(추가),상품특징「KB 군 간부 전세자금대출(기본)」을 신청하거나 보유 중인 군 간부가 추가자금이 필요한 경우 지원하는 대출상품,"대출신청자격「KB 군 간부 전세자금대출(기본)」을 신청하거나 보유 중인 군 간부로 부동산중개업소를 통하여 주택임대차계약을 체결하고 서울보증보험㈜의 ‘개인금융신용보험증권’ 발급이 가능한 고객※ 「KB 군 간부 월세자금대출」을 통해 국방부에서 월차임을 지원받거나 「KB 군 간부 전세자금대출(기본)」 대출에 대한 국방부의 이자지원이 중단된 고객은 대출대상이 아닙니다.※ 임대인 자격 : 임차목적물을 소유한 개인, 공공주택사업자, ㈜부영주택본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 고객* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능"
125,자동차대출,KB 매직카대출(중고차),"상품특징캐피탈 대비 유리한 금리조건으로 중고차를 구매하려는 고객을 위한 맞춤상품별도의 취급수수료, 보험료, 근저당설정 부담 없음","대출신청자격중고차 구입 목적으로 자동차매매업자와 계약(경·공매, 리스완료 후 구매 포함)을 체결하고 소득증빙이 가능한 만 19세 이상 개인고객※ 대출대상 : 근로소득자(6개월 이상), 사업소득자(12개월 이상), 연금소득자※ 대상차종 : 승용차, 승합차, 화물차(5톤 이하)(개인택시, 캠핑카 및 카라반, 수입차 포함)☞ 최초 자동차등록일로부터 15년 이내인 차량으로 대출실행 후 소유권 이전 필수☞ 자동차매매업자가 알선하지 않은 개인간 매매거래 제외"
126,주택도시기금대출,버팀목 전세자금대출,상품특징부부합산 총소득이 5천만원 이하인 고객에게 임차보증금의 70%이내에서 최고 1억2천만원까지 지원부부합산 총소득이 7천5백만원 이하인 신혼가구 또는 부부합산 총소득이 6천만원 이하인 2자녀(미성년자) 이상인 가구에 임차보증금의 80%이내에서 최고 3억원까지 지원[국토교통부 주택도시기금 포털 바로가기][국토교통부 주택전세 지원마법사 바로가기],"대출신청자격주택임대차계약을 체결하여 임차보증금의 5% 이상 지불하고, 아래의 요건을 모두 갖춘 고객1. 대출신청일 현재 민법상 성년인 세대주주1) 또는 세대주로 인정되는 자주2)주1) 대출실행일로부터 1개월 이내에 세대분가 또는 세대합가로 인한 세대주 예정자 포함주2) 세대주로 인정되는 자ㅇ 세대주의 세대원인 배우자ㅇ 대출신청일로부터 3개월 이내에 결혼으로 인하여 세대주로 예정된 자2. 대출신청일 현재 세대주(예정자)를 포함한 세대원(예정자) 전원이 무주택인 고객3. 최근년도 또는 최근 1년간 부부합산 총소득이 5천만원 이하인 고객※ 단, 2자녀(미성년자) 이상 가구 · 혁신도시 이전 공공기관 종사자 · 타 지역으로 이주하는 재개발 구역 내 세입자는 6천만원 이하, 신혼가구는 7천5백만원 이하4. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사의 ‘소득 5분위별 자산 및 부채현황’ 중 소득 3분위 전체가구 평균값 이하인 고객(2023년 기준, 3억 4천 5백만원)※ 증액갱신계약(월세에서 전세로 전환 포함)의 경우, 주민등록등본상 임차목적물에 1년(공공임대주택은 3개월) 이상 거주한 고객(확정일자 필수)☞ 부부합산 총소득이란 차주 및 배우자(결혼예정자 포함)의 근로소득(상여금 및 수당포함) 및 사업소득을 말함버팀목전세자금 대출대상자로서 다음의 경우에도 일정요건 충족 시 대출 가능- 채권양도협약기관(LH, SH, 경기주택도시공사, 공공임대리츠1~16호, 청년희망리츠, 국민행복주택리츠1~2호, 부산도시공사, 전북개발공사) 입주자에 대한 계약금대출※ 버팀목전세자금대출요건을 충족하는 자로서 채권양도협약기관으로부터 대출추천서를 받은 만 65세이상 입주예정자- 임대주택 임차중도금(잔금포함) 대출 : 주택도시보증공사의 주택임대보증 또는 임대보증금보증(사용검사 전)을 발급받은 임대사업자와 임대차계약을 체결한 세대주- 제2금융권 전세자금(보증신청일 기준 과거 1년이 되는 날 이전 신규분) 대환대출을 신청하는 고객으로, 다음 각목의 어느 하나에 해당하는 경우① 한국토지주택공사, 지방공사(채권양도협약기관에 한함)의 임대주택에서 제2금융권 전세자금대출을 정상이용 중인 고객② 전용면적 60㎡ 이하 및 보증금 5천만원 이하인 주택에 대해 제2금융권 전세자금대출을 정상이용 중인 연소득 2천만원 이하의 만 34세 이하인 무주택세대주인 경우 임차보증금 80% 이내에서 3천 5백만원 한도로 대환 가능(청년전용 버팀목전세자금대출 금리 준용)③ 임차중도금(잔금포함) 목적의 제2금융권 전세자금대출을 정상이용 중인 세대주"
127,신용대출,KB 국민희망대출(제2금융권대환),상품특징제2금융권 신용대출 대환 전용 상품으로 저신용 취약차주의 은행권 안착 지원 상품,"대출신청자격개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객으로 다음에 모두 해당하고, “제2금융권(비은행업권) 신용대출”을 대환하고자 하는 고객- 제2금융권(비은행업권) 신용대출 보유 고객* 단, 대환 대상 대출 신규일자가 2023년 6월 30일 이전 실행건- 재직기간 1년 이상(전직장 재직기간 포함)인 근로소득자(계약직·상용직 포함, 일용소득자 제외)로 연소득 2천4백만원 이상인 고객"
128,신용대출,KB 바꿔드림론[2019.11.05 판매중단],상품특징▣ 금융소외자의 고금리대출을 「국민행복기금」의 신용보증을 통해 제도권 금융기관의 저금리대출로 전환,대출신청자격▣「국민행복기금」의 신용보증서 발급 대상자▣ 만 19세 이상 국내거주 고객
129,담보대출,부동산 담보대출,상품특징기존 국민은행 거래 실적과 관계없이 신속하게 대출 취급다양한 금리조건과 상환방법,대출신청자격부동산을 담보로 대출 신청하는 고객
130,신용대출,KB 햇살론15 Ⅱ,상품특징「서민금융진흥원」의 신용보증을 통한 고금리대출 대안 상품성실상환자 매 1년 마다 서민금융진흥원 보증료율 인하를 통해 금리부담 경감,"대출신청자격직업 및 소득이 있으며 「서민금융진흥원 신용보증서 발급이 가능한 만 19세 이상으로 다음 어느 하나에 해당하는 고객- 연소득 3천5백만원 이하(신용평점 무관)- 개인신용평점 하위 20% 이하이고 연소득 4천5백만원 이하※ 재직기준  ㅇ 근로소득자 및 사업소득자 : 재직(사업영위)기간 3개월 이상  ㅇ 연금소득자(국민연금, 공무원연금, 군인연금, 사학연금에 한함) : 연금수령 1회 이상"
131,주택도시기금대출,부도임대주택퇴거자전세자금대출,상품특징부도임대주택에서 퇴거 당하거나 퇴거 당할 예정인 임차인에게 임차보증금의 70%이내에서 최고 5천만원까지 연3.1% 이율로 최장 6년(2년단위 2회연장)까지 지원[국토교통부 주택도시기금포털 바로가기],"대출신청자격부도임대주택에서 퇴거당하거나 퇴거당할 예정인 임차인 중 임차보증금이 3억원 이하인(수도권 이외 지역은 2억원 이하) 주택임대차계약을 체결하고 임차보증금의 5%이상 지불한 고객으로서 다음 요건을 모두 갖춘 고객*수도권: 서울, 인천, 경기1. 지방자치단체장의 추천을 받은 대출신청일 현재 민법상 성년이며, 부양가족이 있는 세대주(만 25세 이상은 단독세대주도 가능, 만 25세 미만 미혼세대주는 직계존속 중 1인이상과 동일세대를 구성하는 경우 주민등록표상 합가일이 6개월 이상인 자) 또는 세대주로 인정되는 자로 세대주를 포함한 세대원전원이 무주택인자2. 매각허가결정일 이전에 임대차계약을 체결하고 주민등록전입을 완료하여 대출신청일 현재 해당 주택에 계속 거주중이거나 경락허가결정일 이후 퇴거당한 자"
132,담보대출,주택중도금대출,상품특징집단승인을 받지 않은 분양주택 중도금 대출 지원,대출신청자격분양주택 등을 매입하기 위하여 분양계약을 체결하고 분양계약서상 총 분양대금의 5%이상을 납부한 고객
133,신용대출,KB새희망홀씨 긴급생계자금,상품특징기존 보유 「KB새희망홀씨Ⅱ (KB새희망홀씨 포함)」 대출을 성실상환 중인 서민을 위한 긴급생계자금 지원 대출상품,대출신청자격개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 국내거주 국민으로서 다음 각 항목에 모두 해당하는 고객(1) KB새희망홀씨(KB새희망홀씨Ⅱ)」대출을 1년 이상 성실상환 중인 고객 중 최근 1년간 누적 연체일수가 10일 이하인 고객(2)「KB새희망홀씨 긴급생계자금」을 보유하지 않은 고객(1인 1계좌만 가능)※ 재직 및 소득확인서류 제출 생략
134,주택도시기금대출,내집마련디딤돌대출,"상품특징주택가격 5억원 이하주) 주택을 구입하려는 부부합산 연소득 6천만원(생애최초 주택구입자, 2자녀(미성년자)가구, 다자녀(미성년자)가구는 7천만원 이하. 생애최초로 주택을 구입하는 신혼가구, 신혼가구(LH 신혼희망타운 분양계약자 중 만6세이하 자녀가 있는 혼인가구 포함)는 8천5백만원 이하) 이하인 자에게 호당 2억 5천만원[단, , 신혼가구, 2자녀(미성년자) 이상인 가구는 4억원, 생애최초 주택구입가구(미혼 단독세대주 제외)는 3억원, 만 30세 이상 미혼인 단독세대주는 최고 1억 5천만원(생애최초 주택구입자는 2억원)] 이내에서 지원주) 신혼가구, 2자녀(미성년자) 이상인 가구는 주택가격 6억원 이하※ 신청자격별 대출 대상주택 및 대출한도는 상세내용 참조[국토교통부 주택도시기금 포털 바로가기][국토교통부 주택구입 지원마법사 바로가기]","대출신청자격대출대상 주택을 구입하고자 하는 고객으로 다음 요건을 모두 갖춘 고객1. 대출신청일 현재 민법상 성년이며, 부양가족 있는 세대주(만 30세 이상은 단독세대주도 가능) 또는 세대주로 인정되는 자로서, 세대주를 포함한 세대원 전원이 신청일 현재 무주택인 분 (생애최초주택구입자는 생애 전 기간 무주택)※ 세대주 및 세대원 중 분양권 및 조합원 입주권을 보유하고 있는 경우 유주택자로 적용단, 2018.9.13 이전 해당 분양권 및 조합원 입주권을 보유한 후 처분하여 주택취득 이력이 없는 경우 무주택자로 보고, 생애최초 주택구입자로 적용2. 최근년도 또는 최근 1년간 부부합산 연소득이 6천만원 이하인 분 (생애최초 주택구입자 □ 2자녀(미성년자) 이상인 가구는 7천만원 이하, 생애최초로 주택을 구입하는 신혼가구 □ 신혼가구(LH 신혼희망타운 분양계약자 중 만6세이하 자녀가 있는 혼인가구 포함)는 8천5백만원 이하)3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사결과의 ‘소득 5분위별 자산 및 부채현황’ 중 소득 4분위 전체가구 평균값 이하인 자(2023년 기준, 4억 6천 9백만원)"
135,담보대출,토지분양자금대출,상품특징KB국민은행과 협약을 체결한 분양기관의 분양계약자 대상 토지분양자금대출 지원,"대출신청자격협약체결기관으로부터 단독주택용지, 근린생활시설용지, 상업용지(주차장, 주유소 등 포함)를 분양 받아 분양대금의 의무납부금액(10~30%) 이상을 납부하고 공사로부터 추천을 받은 개인 또는 개인사업예정자※ 협약체결기관인지세액표협약체결기관 의무납부비율아산시 30%한국토지주택공사, 에스에이치공사, 경기도시공사, 한국산업단지공단, 인천광역시도시개발공사, 대전광역시도시개발공사, 부산도시공사, 한국수자원공사, 화성도시공사, 경상남도개발공사, 광주광역시도시공사, 인천광역시경제자유구역청, 경상북도개발공사, 하남도시공사, 전남개발공사, 한국산업단지공단, 충북개발공사(공동시행), 시흥시, 충주시 20%속초시, 울산광역시도시공사 15%대구도시공사, 군포시, 창원시, 성주군, 용인도시공사, 울산광역시, 세종특별자치시, 울주군 10%"
136,전월세/반환보증,전세보증금반환보증(단독),상품특징「전세보증금반환보증」은 전세계약 종료 시 임대인이 임차인에게 반환해야하는 전세보 증금의 반환을 주택도시보증공사가 책임지는 보증상품입니다,보증신청시기신규 전세계약 잔금지급일과 전입신고일 중 늦은 날 ~ 전세계약기간의 2분의 1이 경과하기 전갱신 전세계약 갱신 전 전세계약기간 만료일 이전 1개월 ~ 갱신 전세계약서상 전세계약기간의 2분의 1이 경과하기 전
137,담보대출,신용회복지원자 특례보증 주택전세자금대출,상품특징신용회복지원 중인 고객님을 위한 전세자금대출,"대출신청자격임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 주택금융신용보증서」가 발급되는 고객본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능신용회복기관에 채무변제금을 24회차 이상 납입하여 신용관리정보가 삭제된 성실 납부자(신용회복위원회의 프리워크아웃지원자의 경우는 12회차 이상 납입)"
