,Loan Type,Product Name,Product Features,Eligibility Criteria
138,담보대출,주택자금대출,"상품특징주택의 신규분양, 재건축, 재개발 등 일정규모 이상의 주택사업장에 대해 은행과 시행(시공)사의 협약 등에 의해 취급되는 주택자금대출사업장별, 대출종류별로 대출한도, 금리 등의 대출조건 상이","대출신청자격은행이 승인한 주택사업장의 수분양자, 조합원, 임차인 등"
139,신용대출,KB 가맹점대표 신용대출[2021.03.30 판매중단],"상품특징KB국민카드 가맹점대표를 위한 상품으로 증빙소득 외 KB국민카드 매출액의 일부를 추정소득으로 인정하여 대출한도를 부여하는 상품'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.","대출신청자격최근 3개월이상 계속하여 KB국민카드 매출실적이 발생하고, 카드 매출대금 결제계좌를 당행으로 지정(변경)한 KB국민카드 가맹점 대표(단, 유흥/숙박/다단계 판매 등 일부 가맹점 업종은 대출대상에서 제외)"
140,담보대출,KB 분할상환 모기지론,상품특징변동금리 적용 주택담보대출,대출신청자격주택을 담보로 대출 신청하는 고객(주택구입/신축/경락주택 구입자금대출)
141,담보대출,KB 골든라이프 주택연금론,"대출신청자격만 40세 이상인 고객으로 본인소유(배우자 공동소유 포함)의 주거용주택을 전액 담보 제공하는 개인단, 만 55 세 미만 고객의 경우, 대출신청 접수일 기준 실직 또는 폐업 관련 증빙서류 제출시 가능","대출금액담보조사 가격 및 담보물건지 지역 등에 따른 대출가능금액(최대 10억원) 이내로 하고,대출금의 범위는 다음과 같다.(1) 매월 연금방식으로 지급하는 월지급금(연금지급기간 이내)(2) 의료비, 관혼상제비, 교육비 등 수요시 월지급금의 10배 이내에서 지급하는 개별(특별)인출금(3) ‘(1)~(2)’까지 대출금 잔액에 대한 대출이자금액※ ‘(1)~(2)’를 합산하여 연간(1.1~12.31) 1억원 이내에서 지급 가능※ ‘(1)’은 대출시작일로부터 매 5 년 단위로 재계산하며, 재계산시점 대출금리에 따라 증가 또는 감소함※ 개별(특별)인출금 신청, 주택가격의 하락, 대출금리의 상승 등에 따라 연금지급기간이 단축될 수 있음"
142,신용대출,KB 내맘대로 마이너스 통장,상품특징자유로운 한도조절 기능을 부여한 종합통장자동대출 상품,대출신청자격1년 이상 재직중인 직장인으로서 당행 신용평가등급(CSS) 1~4등급 이내
143,주택도시기금대출,부도임대주택경락자금대출,"상품특징부도임대주택 임차인에게 매각가격과 주택가격(법원 최초 매각가격)의 80%중 적은금액 이내에서 최초10년간 2.6%, 이후 잔여기간 일반 입주자 앞 대환대출 이율을 적용하여 20년까지 지원[국토교통부 주택도시기금포털 바로가기]","대출신청자격<대상 1>주택도시기금의 임대주택건설자금이 지원된 부도임대주택을 경매낙찰 받아 대출을 신청하는 해당 임대주택의 임차인(단, 무주택세대주만 가능)☞ 세대원 전원이 무주택이어야 함※ 임차인의 범위경매개시결정기입 등기일 이전에 임대차 계약을 체결하고 주민등록 전입을 완료하여 대출신청일 현재, 해당 주택에 거주(전입)중인 자(주민등록등본상 임차인과 동일한 세대원 포함)* 단, 전입되어 있지 않은 경우에는 전세권 설정이나, 임차권 등기가 되어 있어야 하며, 전대행위에 의한 전차인(임대인의 승낙을 받은 경우 제외)과 임차인이 법인인 경우 대출제외<대상 2>주택도시기금의 임대주택건설자금이 지원된 부도임대주택을 경매낙찰 받아 대출을 신청하는 해당 임대주택의 임차인으로서 아래 내집마련 디딤돌대출 조건을 충족하는 고객□ 대출신청일 현재 민법상 성년이며, 부양가족 있는 세대주(만 30세이상은 단독세대주도 가능) 또는 세대주로 인정되는 자로서 세대주를 포함한 세대원 전원이 신청일 현재 무주택인 자(생애최초주택구입자 생애 전 기간 무주택)□ 최근년도 또는 최근 1년간 부부합산 총소득이 6천만원 이하인 자(생애최초주택구입자는 7천만원 이하)※ 부부합산 총소득이란 차주 및 배우자(결혼예정자 포함)의 근로소득(상여금 및 수당 포함) 및 사업소득을 말함"
144,신용대출,KB 급여이체신용대출,"상품특징당행 급여이체 중인 고객을 대상으로 추가 우대금리를 부여해 주는 신용대출상품'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.","대출신청자격개인신용평가(CSS)에 의해 대출적격자로 판정된 고객 중 대출신청일 현재 동일직장 1년 이상 재직 중이며, KB국민은행과 급여이체 대행계약을 체결한 업체로부터 대출신청월 또는 직전 월 기준 현재 1회 이상 급여이체 실적이 있는 고객다만, 개인사업자, 사업소득원천징수 대상자, 연금이체자(국민연금, 군인연금, 사학연금, 공무원연금 등) 등은 대출대상 제외"
145,신용대출,KB 선생님든든 신용대출(교직원),"상품특징정규직 교직원이라면 최대 3억원까지 여유있게!『KB선생님든든패키지』와 함께 더 든든하게 이용하세요!'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능합니다!","대출신청자격아래 기관에 3개월 이상 재직중인 정규직 교직원(단, 무기계약직 미포함)1) 초.중.고교 및 대학(원) 교직원2) 국공립 유치원 교사3) 교육부 또는 교육(지원)청 소속 공무원"
146,신용대출,KB군인든든 신용대출,"상품특징장교, 부사관, 군무원 및 장교후보생 등 직업군인을 위한 맞춤 신용대출 상품'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능합니다!","대출신청자격장교, 부사관, 군무원 및 장교후보생(육·해·공군/육군3사/국군간호 사관학교 4학년 생도) 등 군 관련 전체 고객- 장교 및 군무원 : 재직기간 관계없음(단, 소득발생 1개월 이상 입증 필수) ※ 단, 정규직 공무원에 한함, 무기계약직 미포함- 부사관은 재직기간 6개월 이상, 하사는 재직기간 2년 이상이어야 함"
147,신용대출,KB 국민희망대출[2023.02.03. 판매중단],상품특징제2금융권 대출 보유고객 중 우량 고객에 대해 대출을 지원하는 신용대출 상품,"대출신청자격제2금융권 대출 보유고객 중 개인신용평가(CSS)에 의해 대출적격자로 판정된 고객 중 재직기간 3년이상, 입증소득 25백만원 이상인 고객"
148,신용대출,KB 리더스 신용대출[2020.5.29 판매중단],"상품특징KB국민은행 거래실적 우수고객 전용 신용대출'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.",대출신청자격거래실적 우수고객 ☞ KB스타클럽 MVP등급 고객 중 거래실적 우수고객
149,자동차대출,KB 매직카 신용대출[2023.4.28 판매중단],"상품특징자동차 판매회사와 자동차(신차, 중고차)구매를 위한 매매계약을 체결하거나 자동차할부를 대환하고자 하는 고객을 위한 자동차 신용대출 상품별도의 취급수수료, 보험료, 근저당설정 부담 없음신차대출 신청시 KB국민카드로 결제를 통해 캐시백 혜택 제공!","대출신청자격개인신용평가시스템(CSS)에 의해 대출한도가 산정되는 아래의 고객① 급여이체, 사업자, 연금소득 등 기타소득이 있는 고객※ 단, 사업자고객의 경우 사업영위기간 3년 초과시 대출신청 가능② 소득 미입증 고객 중 당행 거래 실적 등에 따라 대출한도가 산정되는 고객대상자동차 : 승용차, 승합차, 화물차(5톤 이하) 및 대형이륜자동차(260CC초과)(개인택시, 캠핑카 및 카라반, 수입차 포함)※ 대형이륜자동차는 신차구매대출 만 신청 가능"
150,담보대출,KB 청약(주택종합저축)담보대출,상품특징당행에 예치된 청약저축 또는 주택청약종합저축을 거래하는 고객이 긴급한 가계자금을 필요로 할 경우 청약저축의 중도해지에 따른 손실예방을 위해 납입액 범위 내에서 대출,"대출신청자격은행이 인정하는 본인 단독명의의 당행 청약저축(주택청약종합저축)을 담보로 제공하는 자다음의 경우에는 담보대출을 취급불가☞청약저축(주택청약종합저축) 신규가입일을 포함하여 2영업일 이내의 담보대출. 다만, 재예치 예금 또는 주택청약예금/부금의 지역간 예치금액변경 및 평형변경은 제외☞제3자 명의의 청약저축(주택청약종합저축) 담보대출☞예금잔액증명서 발급계좌에 대한 발급당일 담보대출"
151,전월세/반환보증,KB 신혼부부 전세자금대출,상품특징전세 신규입주 또는 계약갱신을 하시는 고객님께 임차보증금의 90%까지 한국주택금융공사 보증서 담보로 지원하는 대출상품신혼부부 우대금리 0.15%p를 최초 대출기간 만료일까지 추가 적용,"대출신청자격혼인기간 7년 이내 신혼부부 또는 3개월 이내 결혼예정자로서 아래 내용을 모두 충족하는 민법상 성년인 세대주 또는 세대주로 인정되는 고객(1) 임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 경우(2) 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능"
152,전월세/반환보증,KB스타 전세자금대출(갈아타기)(SGI_서울보증보험),상품특징서울보증보험 보증서 담보로 지원하는 비대면 전용 전세대출상품,"대출신청자격「대출이동시스템」에 참여하는 타 금융기관의 ‘서울보증보험(SGI)’ 전세자금대출을 당행으로 전액 대환(차주 보유 전세자금대출이 1건인 경우만 가능) 신청하고, 부동산중개업소를 통하여 주택임대차계약을 체결한 임차인으로서, 다음 각호를 모두 충족하는 자(1) 만 19세 이상 주민등록등본상 세대주 (단독세대주 포함)(2) 임대인이 ‘임차보증금반환채권’ 질권설정통지에 대한 동의가 가능한 고객(3) 주택임대차보호법상 임차인의 대항요건(주택입주 및 주민등록전입)과 확정일자를 갖추어 우선변제권을 확보한 고객(4) 서울보증보험㈜(이하 “보증보험”이라 함)의 개인금융신용보험 증권(이하 ""보험증권""이라 함) 발급이 가능한 고객(5) 소득증빙이 가능*하여 소득대비 금융비용부담율(본건포함)이 40% 이내인 고객* 근로소득자 또는 개인사업자(6) 본인과 배우자(결혼예정자 포함)의 합산 주택보유수가 1주택 이내인 자* 보유 중인 주택이 2020.7.10일 이후 취득(상속제외)한 투기지역 또는 투기과열지구 소재 취득시점 3억원을 초과하는 아파트인 경우 제외[※ 규제대상아파트 취득자에 대한 실수요 예외 인정 없음](7) 다음 중 하나에 해당하는 자(가) 재직사실 확인 및 소득증빙이 가능한 근로소득자(나) 최근년도 소득금액증명원 또는 사업소득원천징수영수증(연말정산용) 발급이 가능한 개인사업자(8) 본인 소득만으로 대출한도 부여가 가능한 고객 (배우자 소득합산 불가)다만 다음 각 호의 하나에 해당하는 경우 대출대상에서 제외한다.(1) 법인(2) 외국인 및 재외국민(국내거소신고를 한 외국국적 동포 및 주민등록을 한 재외국민도 불가)(3) 당행 임직원(4) 당행 CSS 10등급 이하인 자(5) 금융기관 신용관리대상자(6) 대출신청일 현재 다른 금융기관 연체중인 자(7) 투기지역·투기과열지구 내 시가 3억원 초과 아파트를 취득한 경우[※ 규제대상아파트 취득자에 대한 실수요 예외 인정 없음](8) 대출이동시스템을 통한 타행 상환조건부를 제외한 모든 조건부 대출 (예 : 임차목적물 선순위 말소조건부 등)(9) 임대차 계약이 임차인 또는 임대인의 대리에 의한 계약인 경우(10) 공동임차인이 있거나 연대보증인을 입보해야하는 경우(11) 미등기 건물인 경우 (예외사항 미운영)(12) 대상 목적물의 소유자가 신탁사인 경우(13) 임차목적물의 주택가격 산정 방법 중 감정평가협회에 등록된 평가기관을 통해 발급한 감정평가서를 대출신청인에게 제출받아 주택가격을 산정하고자 하는 경우(14) 근질권설정통지 外 방식으로 채권보전조치가 필요한 경우(15) 규제대상아파트 보유자로서 실수요 예외 인정사유에 해당하는 경우(16) 본 건 이외 진행중인 다른 대출이 있는 경우(17) 배우자가 분양권(입주권)을 보유한 경우"
153,담보대출,일반부동산 경락자금대출,상품특징경락대금 납입을 지원하는 대출,"대출신청자격주경매 또는 공매 일반부동산(주택 제외) 매각(경락)허가 결정을 얻은 분으로서 은행에서 정한 소정의 자격자(단,대출금액에 관계없이 동일인에 대한 2건 이상의 경락자금대출 불가)"
154,집단중도금/이주비대출,재건축ㆍ재개발ㆍ리모델링 조합원에 대한 이주비대출,"상품특징기존 주택의 재개발, 재건축, 리모델링에 따라 이주자금을 지원하는 상품","대출신청자격주택재개발, 재건축, 리모델링주택조합의 조합원으로서 시행(시공)자가 대출대상자로 선정한 고객"
155,담보대출,법인 예금담보 임직원대출,상품특징직원복지 및 우리사주 취득 자금이 필요한 법인의 임직원에게 저금리 대출 제공,대출신청자격KB 국민은행과 협약을 체결한 법인이 추천한 임직원
156,신용대출,KB사립학교교직원우대대출,상품특징사립학교교직원연금공단과 업무협약에 의해 사립학교교직원에게 퇴직금에 따라 가계자금을 대출하는 제도,대출신청자격사립학교교직원 연금법 적용 현직(정규직)교직원(교원 또는 사무직원)으로서 연금공단이 발급하는 「퇴직시급여예상액확인서」에 의해 대출을 신청하는 고객 중 다른 금융기관(농협에)에 협약대출 미보유자로 개인신용평가시스템(CSS)에 의한 부실징후 또는 CSS 8~9등급 중 다중채무자에 해당하지 않는 고객.
157,신용대출,KB 국민행복 신용대출[2020.5.29 판매중단],"상품특징소득입증고객(급여이체, 연금소득 등) 및 당행 거래실적 우수고객을 위한 신용대출상품거래실적에 따른 우대금리 및 자유로운 상환 방식'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.",대출신청자격- 개인신용평가시스템(CSS)에 의해 대출한도가 산정되는 아래의 고객(1) 급여소득 및 연금소득 등 기타소득이 있는 고객(2) 소득 미입증 고객 중 당행 거래 실적 등에 따라 대출한도가 산정되는 고객※ 자영업 고객은 제외
158,전월세/반환보증,KB 주거행복 월세대출,상품특징보증금 있는 월세계약을 체결한 고객에게 월세자금을 지원하는 대출상품,대출신청자격부동산중개업소를 통하여 주택임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급하고 주택임대차계약을 체결한 민법상 성년인 세대주(단독세대주 포함)로 “서울보증보험증권”이 발급되는 고객
159,담보대출,분양토지 중도금대출,상품특징택지개발지구 등의 토지를 분양받고자 하는 고객을 위한 대출,"대출신청자격국가ㆍ지방자치단체ㆍ지방공사ㆍ주택공사ㆍ토지공사가 분양하는 단독주택용지, 근린생활시설용지, 상업용지(체비지 등을 포함)를 공급 받고자 계약을 체결한 개인 또는 개인사업예정자"
160,신용대출,KB로이어론,"상품특징법조인 전용 신용대출로 대출한도 및 대출금리를 우대한 상품'내맘대로 통장자동대출' 선택 시, 최초 약정한 금액 범위 내에서 사용한도의 자유로운 증액과 감액이 가능하며, 추가 우대금리가 제공됩니다.","대출신청자격근로소득 또는 사업소득이 있는 현직변호사, 판사, 검사, 군법무관 또는 사법연수원생으로서 개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객"
161,담보대출,KB 월상환액 고정형 주택담보대출,상품특징1회차 월상환액(분할상환 원금+이자)이 대출금리 변동에 관계없이 10년간 유지월상환액 고정기간(10년) 동안 금리상한 적용,대출신청자격주택을 담보로 대출 신청하는 고객(주택구입/신축/경락주택구입자금대출 포함)
162,담보대출,KB 경락주택구입자금대출,상품특징◈ 기존 국민은행 거래 실적과 관계없이 신속하게 대출 취급◈ 경락대금 납입을 지원하는 대출,대출신청자격▣ 경매 또는 공매주택 매각(경락)허가 결정을 얻은 분으로서 은행에서 정한 소정의 자격자
163,담보대출,기존 근저당권 활용 주택자금대출,상품특징기존 국민은행 거래 실적과 관계없이 신속하게 대출 취급다양한 금리조건과 상환방법,대출신청자격최초 대출이 주택구입자금대출인 경우로서 해당대출의 기존설정근저당권을 활용하여 주택담보대출을 신청하는 고객
164,신용대출,KB나라사랑대출(일반자금),상품특징국가보훈부와 협약에 따라 나라를 위해 헌신한 국가유공자 등을 위한 전용 상품,"대출신청자격국가보훈부로부터 전자문서로 대출 추천을 받은 국가유공자, 장기복무(10년이상 복무)한 제대군인 고객대출신청자격대출종류 대출신청대상 자격구분주택개량자금- 건물 신축 후 5년 경과한 소유주택을 개량 하고자 하는 고객- 국가유공자생활안정자금- 일반 및 재해복구 자금: 가계생활안정자금이 필요한 고객- 보철용 차량구입 : 보철용차량 구입 고객- 국가유공자 및 제대군인(단, 보철용 차량구입은 독립유공자, 상이국가유공자, 5.18민주화운동 부상자에 한함)학자금- 본인 또는 자녀의 학자금이 필요한 고객- 제대군인사업(부업)자금- 사업을 하거나 사업 예정인 고객- 국가유공자 및 제대군인농토구입자금- 전, 답, 과수원 구입하시는 고객- 국가유공자 및 제대군인☞ 본인이 국가보훈부에서 별도로 정한 기준에 충족하여 대출추천을 받을 수 있다면 중복대출 및 자금별로 대출신청이 가능합니다."
165,전월세/반환보증,서울특별시 계약갱신요구권 만료자 전세자금대출,대출신청자격서울시 소재의 임차목적물에서 계약갱신요구권 행사 후 해당 임대차 계약이 ’22.8.1 ~ 23.7.31 사이에 만료되어 임차보증금 7억원 이내의 새로운 임대차 계약을 체결하고 임차보증금의 5% 이상을 지급한 부부한산 연소득 9천7백만원 이하의 고객※ 본인 및 배우자(예정자 포함) 무주택자※ 새로운 임대차 목적물 또한 서울시 소재여야 함,"대출금액임차보증금의 90% 이내에서 최대 2억원※ 단, 실제 대출금액은 '주택금융공사 보증서 발급 가능금액' 중 작은 금액까지 가능"
166,신용대출,KB 햇살론뱅크,"상품특징정책서민금융상품을 성실하게 상환한 고객에게 제도권 금융지원을 위한 “징검다리” 상품교육·컨설팅 이수자, 저소득청년 및 사회적배려 대상자 서민금융진흥원 보증료율 우대","대출신청자격정책서민금융상품을 성실하게 상환한 고객 중 부채가 감소하거나 신용도가 개선된 고객으로서 다음 어느 하나에 해당하고 「서민금융진흥원」 신용보증서 발급이 가능한 만 19세 이상인 고객- 연소득이 3천5백만원 이하(신용평점 무관)- 개인신용평점 하위 20% 이하 이고 연소득 4천5백만원 이하① 정책서민금융상품 : 미소금융, 근로자햇살론, 사업자햇살론, 햇살론youth, 햇살론15, 햇살론17, 바꿔드림론, 안전망대출, 안전망대출Ⅱ, 새희망홀씨② 정책서민금융상품 성실 상환 고객 : 정책서민금융상품 6개월 이상 성실하게 상환한 고객(현재 정상 이용 중이거나, 최근 3년 이내 완제자)③ 재직 기준- 근로소득자 및 사업소득자 : 재직 또는 사업영위 기간 3개월 이상- 연금소득자(국민연금, 공무원연금, 군인연금, 사학연금에 한함) : 연금수령 1회 이상"
167,신용대출,KB 공무원우대대출,상품특징공무원연금공단과 업무협약에 의해 현직 공무원들에게 퇴직금 또는 재직기간에 따라 가계자금을 대출하는 제도,"대출신청자격공무원 연금법 적용 현직 공무원(군무원포함, 현역 군인 및 사립학교 교직원 제외)으로서 연금취급기관장이 발급하는 「금융기관 알선대출 융자추천서」에 의해 대출을 신청하는 고객으로서 개인신용평가시스템(CSS)에 의해 대출적격자로 판정된 고객※ 다른 협약은행 「공무원생활안정자금대출」 보유 시 대출신청 불가"
168,담보대출,주택리모델링(개량)자금대출,상품특징주택 리모델링 자금을 지원하는 대출,"대출신청자격주택을 리모델링(증축,수선 등) 하기 위하여 건축허가(신고) 또는 공사계약을 체결 한 고객"
169,신용대출,채무조정프로그램,상품특징연체중인 대출 등을 상환부담을 완화할 수 있는 신용대출로 전환,"대출신청자격신용대출: 아래의 경우에 하나라도 해당되는 계좌를 보유한 고객으로, 개인신용평가시스템(CSS) 등에 의해 산출된 의무상환금액(잔액 X 의무상환비율(최대 20%))만큼을 상환한 고객① 3개월(90일)이상 잔액 연체중인 신용대출② 1개월 이내 대출만기도래 신용대출 또는 대출만기가 경과된 신용대출(신용관리정보 등록이 있는 고객)담보대출: 1개월 이상 연체중인 주택담보대출 보유고객"
170,전월세/반환보증,KB전세금안심대출,상품특징주택도시보증공사의 「전세보증금반환보증」과 「전세자금대출특약보증」을 가입하여 전세계약 만료시 임차보증금을 안전하게 보장받고 대출금 지원도 가능한 전세자금대출 상품,"대출신청자격민법상 성년인 세대주(단독세대주 포함)로서 주택도시보증공사의 「전세보증금반환보증」 과 「전세자금대출특약보증」가입이 가능하고 아래의 사항을 모두 충족하는 고객1. 부동산 중개업소를 통하여 임차보증금이 수도권 7억원 이하(그 외 지역은 5억원 이하)의 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능"
171,전월세/반환보증,KB스타 전세자금대출(SGI_서울보증보험),상품특징서울보증보험 보증서 담보로 지원하는 비대면 전용 전세대출상품,"대출신청자격부동산중개업소를 통하여 3개월 이상 3년 이내의 주택임대차계약을 체결한 임차인으로서, 다음 각호를 모두 충족하는 고객(1) 만 19세 이상 주민등록등본상 세대주 (단독세대주포함)(2) 임대인이 ‘임차보증금반환채권’ 질권설정통지에 대한 동의가 가능한 고객(3) 주택임대차보호법상 임차인의 대항요건(주택입주 및 주민등록전입)과 확정일자를 갖추어 우선변제권을 확보한 고객(4) 서울보증보험㈜의 개인금융신용보험 증권 (이하 “보험증권”이라 함) 발급이 가능한 고객(5) 소득증빙이 가능*하여 소득대비 금융비용부담율(본건포함)이 40% 이내인 고객* 근로소득자 또는 개인사업자(6) 본인과 배우자(결혼예정자 포함)의 합산 주택보유수*가 1주택 이내인 자*보유 중인 주택이 2020.7.10. 이후 취득(상속 제외)한 투기지역 또는 투기과열지구 소재 취득시점 3억원주3)을 초과하는 아파트(이하 “규제대상아파트”라 함) 취득자에 대한 실수요 예외 인정 없음(7) 다음 중 하나에 해당하는 자(가) 재직사실 확인 및 소득증빙이 가능한 근로소득자(나) 최근년도 소득금액증명원 또는 사업소득원천징수영수증(연말정산용) 발급이 가능한 개인사업자(8) 본인 소득만으로 대출한도 부여가 가능한 고객 (배우자 소득합산 불가)다만 다음 각 호의 1에 해당하는 경우 대출대상에서 제외한다.(1) 당행 상환조건부를 제외한 모든 조건부 대출(예: 타행 상환조건부, 임차목적물 선순위 말소조건부 등)(2) 임대차 계약이 임차인 또는 임대인의 대리에 의한 계약인 경우(3) 공동임차인이 있거나 연대보증인을 입보해야하는 경우(4) 대상 목적물의 소유자가 신탁사인 경우(5) 임차목적물의 주택가격 산정 방법 중 감정평가협회에 등록된 평가기관을 통해 발급한 감정평가서를 대출 신청인에게 제출받아 주택가격을 산정하고자 하는 경우(6) 근질권설정통지 外 방식으로 채권보전조치가 필요한 경우(7) 본 건 이외 진행중인 다른 대출이 있는 경우(8) 배우자가 분양권(입주권)을 보유한 경우(9) 외국인 및 재외국민(국내거소신고를 한 외국국적 동포 및 주민등록을 한 재외국민도 불가)(10) 당행 임직원(11) 당행 CSS 10등급 이하인 자(12) 신용관리대상자 및 당행/타금융기관 연체중인 자"
